Temp , Ave_energy , Ave_energy^2 , C_v
4.0,-0.5624,1.3684,0.06575664
3.99,-0.5574666666666667,1.3618666666666666,0.0660233027570318
3.98,-0.5548666666666666,1.3680666666666668,0.06692947456433479
3.97,-0.551,1.337,0.06556725821494966
3.96,-0.544,1.3321333333333334,0.06607727102676599
3.95,-0.5726666666666667,1.3810666666666667,0.06749684701525749
3.94,-0.5864,1.3936,0.06762188152232729
3.93,-0.5764,1.3982666666666668,0.06902147030195514
3.92,-0.5798666666666666,1.3869333333333334,0.06837567564440743
3.91,-0.5964,1.4002666666666668,0.06832593367826394
3.9,-0.597,1.4286,0.0704925049309665
3.89,-0.5523333333333333,1.3266,0.06750734457800893
3.88,-0.5689333333333333,1.3857333333333333,0.07054736127348521
3.87,-0.5883333333333334,1.4116666666666666,0.07114493356806517
3.86,-0.5634,1.3475333333333332,0.06913700859978344
3.85,-0.5916666666666667,1.4038,0.07108993459642808
3.84,-0.5880666666666666,1.4006,0.07153168372636962
3.83,-0.5706,1.367,0.07099480124617386
3.82,-0.5714666666666667,1.3598666666666666,0.07081032013620484
3.81,-0.6140666666666666,1.4396666666666667,0.07320070787302067
3.8,-0.5996,1.4062666666666668,0.0724893702677747
3.79,-0.6095333333333334,1.4106,0.07233791992227537
3.78,-0.5961333333333333,1.422,0.07464971927499855
3.77,-0.5765333333333333,1.3549333333333333,0.0719446874943811
3.76,-0.6031333333333333,1.4256666666666666,0.07511153582566268
3.75,-0.6274,1.4620666666666666,0.07597766447407407
3.74,-0.6107333333333334,1.4323333333333332,0.07573408796997973
3.73,-0.6302,1.4740666666666666,0.07740403702079846
3.72,-0.6178,1.4303333333333332,0.07577873838979456
3.71,-0.6154,1.4255333333333333,0.07605409531559153
3.7,-0.6502,1.5251333333333332,0.08052398052106158
3.69,-0.6026,1.3906,0.07546017141472229
3.68,-0.6060666666666666,1.4242,0.07804253275309808
3.67,-0.6082666666666666,1.416,0.07766125386796414
3.66,-0.6164,1.4264,0.07811901221296544
3.65,-0.6232666666666666,1.4494,0.07963510318800691
3.64,-0.6421333333333333,1.4806666666666666,0.08063122274550845
3.63,-0.6340666666666667,1.461,0.08036484015377078
3.62,-0.6474,1.4768666666666668,0.08071639347598265
3.61,-0.6336666666666667,1.461,0.08129668706927938
3.6,-0.6326,1.4504666666666666,0.08104042489711934
3.59,-0.6394666666666666,1.4656,0.08198899622304469
3.58,-0.6389333333333334,1.4558666666666666,0.08174142990404654
3.57,-0.6757333333333333,1.5321333333333333,0.08438809214317536
3.56,-0.6463333333333333,1.4724666666666666,0.08322180666021407
3.55,-0.6542666666666667,1.4798666666666667,0.08345977350173026
3.54,-0.6635333333333333,1.5244666666666666,0.08651650086359461
3.53,-0.6714,1.5252666666666668,0.08622882028317913
3.52,-0.6712666666666667,1.5382,0.08777772002697432
3.51,-0.6766666666666666,1.5421333333333334,0.08800704178988447
3.5,-0.6793333333333333,1.5225333333333333,0.08661547392290248
3.49,-0.6576,1.4593333333333334,0.08430928919576466
3.48,-0.6588666666666667,1.4820666666666666,0.08653400236344151
3.47,-0.6414,1.4580666666666666,0.08692645123426543
3.46,-0.6960666666666666,1.5575333333333334,0.08963083705510451
3.45,-0.6761333333333334,1.5214666666666667,0.08941906172839506
3.44,-0.6977333333333333,1.5564,0.09038400787212308
3.43,-0.6904666666666667,1.5591333333333333,0.09200155679653504
3.42,-0.6633333333333333,1.4874666666666667,0.08955367083509075
3.41,-0.6776,1.5202666666666667,0.09125522713656282
3.4,-0.6762666666666667,1.4965333333333333,0.08989591080353711
3.39,-0.6756,1.5168,0.092269005664761
3.38,-0.6892,1.528,0.09217143657434965
3.37,-0.7069333333333333,1.5513333333333332,0.0925938060170958
3.36,-0.7012,1.5530666666666666,0.09401442271352985
3.35,-0.7202666666666667,1.5889333333333333,0.09535747491398724
3.34,-0.7014666666666667,1.552,0.09501456806944994
3.33,-0.7112,1.5697333333333334,0.09594530506482458
3.32,-0.7280666666666666,1.6223333333333334,0.09909386905049922
3.31,-0.7251333333333333,1.581,0.09630996877437126
3.3,-0.7038,1.5331333333333332,0.09529833731251913
3.29,-0.752,1.6396,0.09923189918792323
3.28,-0.7020666666666666,1.5442,0.09771921434000926
3.27,-0.7571333333333333,1.6587333333333334,0.10151431780797435
3.26,-0.7127333333333333,1.5656666666666668,0.09952179816912779
3.25,-0.7543333333333333,1.6174,0.09925502695595004
3.24,-0.7136666666666667,1.5786,0.10185946205693576
3.23,-0.7547333333333334,1.6539333333333333,0.10393188172884711
3.22,-0.7237333333333333,1.5712,0.10101944969544212
3.21,-0.7516,1.6281333333333334,0.1031852149468011
3.2,-0.8010666666666667,1.7222666666666666,0.10552332638888887
3.19,-0.753,1.6447333333333334,0.10590740394977777
3.18,-0.7618666666666667,1.6570666666666667,0.10646590808204667
3.17,-0.7623333333333333,1.6312666666666666,0.10450044836306019
3.16,-0.7411333333333333,1.6038,0.10560420828214849
3.15,-0.7613333333333333,1.6276,0.10561567705271407
3.14,-0.7712,1.6578666666666666,0.10782559400651816
3.13,-0.7523333333333333,1.6134,0.10691081419179081
3.12,-0.7614,1.639,0.10881718852728466
3.11,-0.7595333333333333,1.6358,0.10948078654641243
3.1,-0.7758666666666667,1.6529333333333334,0.10936152433807377
3.09,-0.8078666666666666,1.7288,0.11270843925900327
3.08,-0.7978666666666666,1.68,0.10998996270684583
3.07,-0.7873333333333333,1.6653333333333333,0.11092314566261241
3.06,-0.794,1.6836,0.11247426203596905
3.05,-0.7843333333333333,1.6563333333333334,0.1119220161844188
