Temp , Ave_magnetization , Ave_magnetization^2 , Susceptibility
4.0,0.005148999999999969,0.0032799550000000553,0.0008133606997500139
3.995,0.023864499999999872,0.006002955000000312,0.001360060235231619
3.99,0.006488250000000046,0.0034931937500000936,0.0008649364315633064
3.985,0.034383499999998055,0.008482690000000556,0.0018319861801130968
3.98,0.016474749999999684,0.007073048750001113,0.0017089526036277946
3.975,0.003015249999999928,0.005922126250000129,0.0014875558534434288
3.97,0.02113825000000006,0.00577416375000019,0.0013418987750472766
3.965,0.0010727500000000984,0.0049687962500001015,0.0012528740119640861
3.96,0.0020094999999996865,0.005846077500000129,0.0014752624772096288
3.955,0.05940950000000163,0.008754727500001159,0.0013211728975350103
3.95,0.04587249999999819,0.007402385000000666,0.001341290821202742
3.945,0.028592750000000115,0.006723351250000108,0.001497035715446794
3.94,0.0055854999999998,0.006900002500000235,0.001743351444099045
3.935,0.010172999999999044,0.010196167499999994,0.002564848175603561
3.93,0.015416000000000133,0.007458232500000193,0.0018372975684478852
3.925,0.03317249999999824,0.008988207500000516,0.0020096287245224545
3.92,0.02113524999999943,0.00791402375000015,0.0019049298360810391
3.915,0.01594200000000165,0.013284237499999822,0.0033282477997445136
3.91,0.012036250000000097,0.006669771250000303,0.00166877236213243
3.905,0.018677749999999868,0.004467628749999947,0.001054742741341217
3.9,0.02518075000000001,0.005395378750000025,0.0012208483537019296
3.895,0.005345499999999942,0.004796442500000161,0.0012240996482028657
3.89,0.01740325000000023,0.005500201250000298,0.0013360740718349072
3.885,0.00735650000000025,0.0055331000000001995,0.0014102913533462539
3.88,0.02515100000000076,0.011578075000000725,0.00282100572139193
3.875,0.042385749999999396,0.01182283375000066,0.002587427599209861
3.87,0.03808599999999817,0.01370138250000002,0.003165591499741643
3.865,0.0395015,0.006840232500000569,0.0013660708920441317
3.86,0.0156852500000002,0.006774016250000325,0.0016911889073673108
3.855,0.013582249999999041,0.006065636250000279,0.0015255924085441777
3.85,0.056841250000001,0.009039728750000572,0.0015087794931007684
3.845,0.01399250000000034,0.00955386500000049,0.0024338296342654047
3.84,0.0033410000000000033,0.008387542500001068,0.0021813490153648617
3.835,0.0004884999999999621,0.012512565000000848,0.003262666588722516
3.83,0.002525749999999342,0.005527301250000403,0.0014414939522031088
3.825,0.027493500000000733,0.009629252500000482,0.0023198326686929257
3.82,0.011728499999999798,0.0057816825000001305,0.0014775195779450617
3.815,0.011583750000000953,0.008679718750000162,0.002239983089367665
3.81,0.02627650000000233,0.0046645550000000415,0.0010430710099081154
3.805,0.03689499999999911,0.009222772500000889,0.0020661055124838253
3.8,0.01935600000000001,0.006532447500000231,0.0016204717800000607
3.795,0.0055085000000001695,0.0061337125000003635,0.00160826585711472
3.79,0.005913749999999906,0.006082288750000241,0.0015955979712236788
3.785,0.045471500000001046,0.007493850000000596,0.0014336044089169088
3.78,0.010490750000000087,0.008726773750000206,0.002279555003819499
3.775,0.0048874999999999336,0.0052995775000000325,0.0013975337334437175
3.77,0.00584824999999979,0.011587988750000121,0.0030646649129808024
3.765,0.025687749999999728,0.012521228750001097,0.0031504298140607196
3.76,0.02000724999999987,0.009214993750000577,0.0023443360897441707
3.755,0.044119750000001484,0.010835021250000855,0.0023671022396639747
3.75,0.006424249999999688,0.009639016250000633,0.0025593987365168367
3.745,0.0072839999999999225,0.007202975000000303,0.0019091904790387994
3.74,0.10180624999999979,0.013550778750000407,0.0008519428371491842
3.735,0.04145825000000171,0.00817496625000071,0.0017285621839191615
3.73,0.05827575000000126,0.014447643750000056,0.002962890271296893
3.725,0.016114749999999407,0.013352508750000098,0.0035148519684396287
3.72,0.0033772500000003505,0.00656952375000036,0.001762934928074693
3.715,0.02271525000000006,0.010221883749999822,0.0026126248095389823
3.71,0.016347749999999998,0.006258141250000358,0.0016147957735681557
3.705,0.06955324999999683,0.010577323750001205,0.0015491684654356669
3.7,0.021961249999999006,0.005164073750000184,0.0012653452022804667
3.695,0.02445274999999958,0.009972718750000007,0.002537153387669155
3.69,0.016121500000000677,0.008796362500000423,0.002313403722967589
3.685,0.009007750000000208,0.0037231137500002495,0.000988324067825711
3.68,0.008184499999999902,0.006553180000000241,0.0017625527064538701
3.675,0.008917250000000045,0.008118698750000422,0.002187532354404877
3.67,0.014263500000000073,0.010016585000000007,0.0026738794462534076
3.665,0.011307250000000126,0.008683183750000397,0.0023343328369544052
3.66,0.0005357500000014046,0.009586138750000547,0.0026190851699284274
3.655,0.04043925000000139,0.008771543750000279,0.0019524516578488826
3.65,0.0178924999999998,0.005787917500000185,0.0014980208065069021
3.645,0.0265842500000002,0.01043933375000013,0.0026701265848937225
3.64,0.03937825000000079,0.006727886250000361,0.0014223185925653294
3.635,0.004232499999999822,0.006523370000000027,0.0017896715113480135
3.63,0.06414799999999975,0.0114329575000004,0.002015975646281111
3.625,0.03860899999999916,0.008030459999999951,0.001804084170758625
3.62,0.02710824999999971,0.006489988750000422,0.0015898153403143477
3.615,0.006810250000000664,0.007028773750000705,0.0019315060151972876
3.61,0.0649905000000014,0.012055952500000309,0.002169580999930783
3.605,0.01302575000000042,0.008025213750000058,0.002179068956154659
3.6,0.003077249999999825,0.004897233750000323,0.0013577123006771735
3.595,0.016283000000000006,0.0049156400000002565,0.0012936033132128668
3.59,0.0038772499999996228,0.008530861250001026,0.0023720969867516797
3.585,0.01242074999999996,0.0037797487500001972,0.0010112897404289257
3.58,0.03768524999999985,0.014089583749999442,0.003538940134758925
3.575,0.049423999999999385,0.010006880000000556,0.002115845657063109
3.57,0.042211249999998965,0.008157526250000473,0.0017859206228117816
3.565,0.006450500000000022,0.0037259550000000373,0.0010334771528050593
3.56,0.018739250000000488,0.005574086250000234,0.0014671142582690212
3.555,0.016693249999999115,0.008991873750001215,0.002450973039223275
3.55,0.01873899999999999,0.003929217499999963,0.0010079063039436518
3.545,0.04172575000000072,0.007022881250000438,0.0014899416183181602
3.54,0.06427524999999867,0.010582483750000784,0.0018223660981464562
3.535,0.0036422500000000127,0.00661896625000028,0.0018686563691478865
3.53,0.024743500000000127,0.0057879700000001795,0.0014662122401558565
3.525,0.020621249999999924,0.005113576250000116,0.001330025616578048
3.52,0.033976999999998564,0.013326692500000067,0.0034580272644886834
3.515,0.015525750000000624,0.004897473750000217,0.0013247296833393163
3.51,0.005608249999999734,0.011435161250000412,0.003248919880893993
3.505,0.0019699999999999796,0.004350925000000207,0.0012402408273895027
3.5,0.05416800000000117,0.008416782499999814,0.0015664600788570535
3.495,0.030919000000001428,0.016847874999999807,0.004547035890987044
3.49,0.008331999999999961,0.007205900000000644,0.002044836038968666
3.485,0.016204499999999233,0.00915261250000069,0.0025509402237448246
3.48,0.003327999999999807,0.007474297500000067,0.0021446039988505944
3.475,0.0292967500000006,0.011838433750000635,0.0031597508458814675
3.47,0.007332499999999909,0.004201567500000111,0.0011953319722622802
3.465,0.03862700000000027,0.006986595000000332,0.0015857286784993685
3.46,0.04692100000000032,0.015771397500000072,0.003921912502601169
3.455,0.011788249999999924,0.010394008750001044,0.0029681753724858304
3.45,0.014094000000000006,0.00574810500000033,0.0016085403373914
3.445,0.044805750000000574,0.015452116249999653,0.0039026301935956753
3.44,0.016695250000000713,0.00953085625000024,0.002689571185301662
3.435,0.03147574999999937,0.018773298750000205,0.005176877994741701
3.43,0.03243799999999913,0.008670367500001159,0.002221033135860412
3.425,0.0027584999999997763,0.01007673000000079,0.002939889248978334
3.42,0.0025037499999979447,0.018309361250000076,0.005351781428636721
3.415,0.02678625000000049,0.006182321250000157,0.0016002395493228787
3.41,0.020409499999999723,0.007038410000000717,0.0019418951054987468
3.405,0.051295249999997225,0.010046476249999865,0.002177760228322364
3.4,0.0031485000000000592,0.007578290000000661,0.002225993219926665
3.395,0.03371374999999998,0.01496257875000106,0.004072448250644643
3.39,0.013128750000000036,0.009254793749999954,0.002679182794524322
3.385,0.04815099999999891,0.012311097499999988,0.0029520173409158324
3.38,0.08983699999999803,0.01613955000000006,0.0023872377014794127
3.375,0.020830249999999266,0.00409562625000009,0.001084956128870406
3.37,0.023054999999999437,0.011017564999999946,0.0031115821884272915
3.365,0.018857749999999875,0.011668468749999765,0.0033619179836366325
3.36,0.07392175000000163,0.010264666250000607,0.0014286431925410316
3.355,0.04891025000000313,0.011215951250001464,0.002630026436643415
3.35,0.07378350000000054,0.009427022500001225,0.0011889604858958639
3.345,0.02115175000000022,0.01120925124999967,0.003217295880997656
3.34,0.07493649999999925,0.015660077499999783,0.0030073648107035614
3.335,0.007246499999999962,0.004026127500000089,0.0011914889768366087
3.33,0.01883049999999999,0.011300520000001675,0.003287066747673176
3.325,0.12508075000000024,0.020055731250000083,0.0013264773622368492
3.32,0.07493900000000087,0.011506342500001137,0.0017742436081328336
3.315,0.05254199999999915,0.012456765000000628,0.0029249180199097183
3.31,0.07864775000000157,0.011966496250000852,0.0017465340392562247
