Time taken to run the program in seconds

Program FInished running in 11.17564 Seconds
Program FInished running in 11.81137 Seconds
Program FInished running in 11.87841 Seconds
Program FInished running in 16.66575 Seconds
Program FInished running in 15.80633 Seconds
Program FInished running in 17.68535 Seconds
Program FInished running in 20.57875 Seconds
Program FInished running in 19.91652 Seconds
Program FInished running in 19.86893 Seconds
