temp,i,j,"a[i,j]" 
2.7199999999999998,28,46,1
2.7199999999999998,28,47,-1
2.7199999999999998,28,48,-1
2.7199999999999998,28,49,-1
2.7199999999999998,29,0,1
2.7199999999999998,29,1,-1
2.7199999999999998,29,2,-1
2.7199999999999998,29,3,1
2.7199999999999998,29,4,1
2.7199999999999998,29,5,1
2.7199999999999998,29,6,-1
2.7199999999999998,29,7,1
2.7199999999999998,29,8,-1
2.7199999999999998,29,9,1
2.7199999999999998,29,10,1
2.7199999999999998,29,11,1
2.7199999999999998,29,12,-1
2.7199999999999998,29,13,-1
2.7199999999999998,29,14,-1
2.7199999999999998,29,15,1
2.7199999999999998,29,16,1
2.7199999999999998,29,17,1
2.7199999999999998,29,18,-1
2.7199999999999998,29,19,-1
2.7199999999999998,29,20,-1
2.7199999999999998,29,21,-1
2.7199999999999998,29,22,-1
2.7199999999999998,29,23,-1
2.7199999999999998,29,24,1
2.7199999999999998,29,25,1
2.7199999999999998,29,26,-1
2.7199999999999998,29,27,1
2.7199999999999998,29,28,-1
2.7199999999999998,29,29,1
2.7199999999999998,29,30,1
2.7199999999999998,29,31,-1
2.7199999999999998,29,32,-1
2.7199999999999998,29,33,-1
2.7199999999999998,29,34,-1
2.7199999999999998,29,35,1
2.7199999999999998,29,36,1
2.7199999999999998,29,37,1
2.7199999999999998,29,38,-1
2.7199999999999998,29,39,1
2.7199999999999998,29,40,-1
2.7199999999999998,29,41,-1
2.7199999999999998,29,42,-1
2.7199999999999998,29,43,-1
2.7199999999999998,29,44,1
2.7199999999999998,29,45,-1
2.7199999999999998,29,46,1
2.7199999999999998,29,47,1
2.7199999999999998,29,48,-1
2.7199999999999998,29,49,-1
2.7199999999999998,30,0,1
2.7199999999999998,30,1,1
2.7199999999999998,30,2,-1
2.7199999999999998,30,3,1
2.7199999999999998,30,4,1
2.7199999999999998,30,5,-1
2.7199999999999998,30,6,-1
2.7199999999999998,30,7,1
2.7199999999999998,30,8,1
2.7199999999999998,30,9,1
2.7199999999999998,30,10,1
2.7199999999999998,30,11,1
2.7199999999999998,30,12,1
2.7199999999999998,30,13,1
2.7199999999999998,30,14,1
2.7199999999999998,30,15,-1
2.7199999999999998,30,16,1
2.7199999999999998,30,17,1
2.7199999999999998,30,18,1
2.7199999999999998,30,19,1
2.7199999999999998,30,20,-1
2.7199999999999998,30,21,-1
2.7199999999999998,30,22,-1
2.7199999999999998,30,23,-1
2.7199999999999998,30,24,-1
2.7199999999999998,30,25,-1
2.7199999999999998,30,26,-1
2.7199999999999998,30,27,-1
2.7199999999999998,30,28,1
2.7199999999999998,30,29,-1
2.7199999999999998,30,30,1
2.7199999999999998,30,31,1
2.7199999999999998,30,32,1
2.7199999999999998,30,33,1
2.7199999999999998,30,34,1
2.7199999999999998,30,35,1
2.7199999999999998,30,36,1
2.7199999999999998,30,37,1
2.7199999999999998,30,38,-1
2.7199999999999998,30,39,-1
2.7199999999999998,30,40,-1
2.7199999999999998,30,41,-1
2.7199999999999998,30,42,-1
2.7199999999999998,30,43,-1
2.7199999999999998,30,44,1
2.7199999999999998,30,45,-1
2.7199999999999998,30,46,1
2.7199999999999998,30,47,1
2.7199999999999998,30,48,1
2.7199999999999998,30,49,-1
2.7199999999999998,31,0,-1
2.7199999999999998,31,1,1
2.7199999999999998,31,2,1
2.7199999999999998,31,3,1
2.7199999999999998,31,4,1
2.7199999999999998,31,5,-1
2.7199999999999998,31,6,-1
2.7199999999999998,31,7,1
2.7199999999999998,31,8,1
2.7199999999999998,31,9,1
2.7199999999999998,31,10,-1
2.7199999999999998,31,11,-1
2.7199999999999998,31,12,1
2.7199999999999998,31,13,1
2.7199999999999998,31,14,-1
2.7199999999999998,31,15,1
2.7199999999999998,31,16,1
2.7199999999999998,31,17,1
2.7199999999999998,31,18,1
2.7199999999999998,31,19,-1
2.7199999999999998,31,20,-1
2.7199999999999998,31,21,-1
2.7199999999999998,31,22,1
2.7199999999999998,31,23,1
2.7199999999999998,31,24,1
2.7199999999999998,31,25,1
2.7199999999999998,31,26,-1
2.7199999999999998,31,27,-1
2.7199999999999998,31,28,1
2.7199999999999998,31,29,-1
2.7199999999999998,31,30,-1
2.7199999999999998,31,31,1
2.7199999999999998,31,32,1
2.7199999999999998,31,33,1
2.7199999999999998,31,34,-1
2.7199999999999998,31,35,-1
2.7199999999999998,31,36,-1
2.7199999999999998,31,37,1
2.7199999999999998,31,38,1
2.7199999999999998,31,39,-1
2.7199999999999998,31,40,-1
2.7199999999999998,31,41,-1
2.7199999999999998,31,42,-1
2.7199999999999998,31,43,-1
2.7199999999999998,31,44,1
2.7199999999999998,31,45,-1
2.7199999999999998,31,46,1
2.7199999999999998,31,47,-1
2.7199999999999998,31,48,-1
2.7199999999999998,31,49,1
2.7199999999999998,32,0,-1
2.7199999999999998,32,1,-1
2.7199999999999998,32,2,1
2.7199999999999998,32,3,1
2.7199999999999998,32,4,-1
2.7199999999999998,32,5,-1
2.7199999999999998,32,6,-1
2.7199999999999998,32,7,-1
2.7199999999999998,32,8,-1
2.7199999999999998,32,9,1
2.7199999999999998,32,10,-1
2.7199999999999998,32,11,-1
2.7199999999999998,32,12,1
2.7199999999999998,32,13,-1
2.7199999999999998,32,14,1
2.7199999999999998,32,15,1
2.7199999999999998,32,16,1
2.7199999999999998,32,17,-1
2.7199999999999998,32,18,-1
2.7199999999999998,32,19,-1
2.7199999999999998,32,20,-1
2.7199999999999998,32,21,-1
2.7199999999999998,32,22,-1
2.7199999999999998,32,23,-1
2.7199999999999998,32,24,1
2.7199999999999998,32,25,-1
2.7199999999999998,32,26,-1
2.7199999999999998,32,27,-1
2.7199999999999998,32,28,1
2.7199999999999998,32,29,1
2.7199999999999998,32,30,-1
2.7199999999999998,32,31,1
2.7199999999999998,32,32,-1
2.7199999999999998,32,33,-1
2.7199999999999998,32,34,1
2.7199999999999998,32,35,-1
2.7199999999999998,32,36,-1
2.7199999999999998,32,37,-1
2.7199999999999998,32,38,-1
2.7199999999999998,32,39,1
2.7199999999999998,32,40,1
2.7199999999999998,32,41,-1
2.7199999999999998,32,42,-1
2.7199999999999998,32,43,1
2.7199999999999998,32,44,-1
2.7199999999999998,32,45,1
2.7199999999999998,32,46,1
2.7199999999999998,32,47,-1
2.7199999999999998,32,48,-1
2.7199999999999998,32,49,-1
2.7199999999999998,33,0,-1
2.7199999999999998,33,1,-1
2.7199999999999998,33,2,-1
2.7199999999999998,33,3,-1
2.7199999999999998,33,4,-1
2.7199999999999998,33,5,-1
2.7199999999999998,33,6,-1
2.7199999999999998,33,7,-1
2.7199999999999998,33,8,1
2.7199999999999998,33,9,-1
2.7199999999999998,33,10,-1
2.7199999999999998,33,11,-1
2.7199999999999998,33,12,-1
2.7199999999999998,33,13,1
2.7199999999999998,33,14,-1
2.7199999999999998,33,15,1
2.7199999999999998,33,16,-1
2.7199999999999998,33,17,-1
2.7199999999999998,33,18,-1
2.7199999999999998,33,19,1
2.7199999999999998,33,20,-1
2.7199999999999998,33,21,-1
2.7199999999999998,33,22,-1
2.7199999999999998,33,23,-1
2.7199999999999998,33,24,-1
2.7199999999999998,33,25,-1
2.7199999999999998,33,26,-1
2.7199999999999998,33,27,1
2.7199999999999998,33,28,-1
2.7199999999999998,33,29,-1
2.7199999999999998,33,30,-1
2.7199999999999998,33,31,1
2.7199999999999998,33,32,-1
2.7199999999999998,33,33,1
2.7199999999999998,33,34,1
2.7199999999999998,33,35,-1
2.7199999999999998,33,36,-1
2.7199999999999998,33,37,-1
2.7199999999999998,33,38,1
2.7199999999999998,33,39,1
2.7199999999999998,33,40,1
2.7199999999999998,33,41,1
2.7199999999999998,33,42,-1
2.7199999999999998,33,43,-1
2.7199999999999998,33,44,-1
2.7199999999999998,33,45,1
2.7199999999999998,33,46,1
2.7199999999999998,33,47,-1
2.7199999999999998,33,48,1
2.7199999999999998,33,49,1
2.7199999999999998,34,0,1
2.7199999999999998,34,1,1
2.7199999999999998,34,2,-1
2.7199999999999998,34,3,-1
2.7199999999999998,34,4,1
2.7199999999999998,34,5,-1
2.7199999999999998,34,6,1
2.7199999999999998,34,7,-1
2.7199999999999998,34,8,-1
2.7199999999999998,34,9,-1
2.7199999999999998,34,10,1
2.7199999999999998,34,11,1
2.7199999999999998,34,12,1
2.7199999999999998,34,13,1
2.7199999999999998,34,14,1
2.7199999999999998,34,15,-1
2.7199999999999998,34,16,-1
2.7199999999999998,34,17,-1
2.7199999999999998,34,18,1
2.7199999999999998,34,19,1
2.7199999999999998,34,20,-1
2.7199999999999998,34,21,1
2.7199999999999998,34,22,1
2.7199999999999998,34,23,-1
2.7199999999999998,34,24,1
2.7199999999999998,34,25,-1
2.7199999999999998,34,26,1
2.7199999999999998,34,27,1
2.7199999999999998,34,28,-1
2.7199999999999998,34,29,-1
2.7199999999999998,34,30,-1
2.7199999999999998,34,31,-1
2.7199999999999998,34,32,-1
2.7199999999999998,34,33,-1
2.7199999999999998,34,34,-1
2.7199999999999998,34,35,1
2.7199999999999998,34,36,-1
2.7199999999999998,34,37,-1
2.7199999999999998,34,38,1
2.7199999999999998,34,39,-1
2.7199999999999998,34,40,-1
2.7199999999999998,34,41,-1
2.7199999999999998,34,42,1
2.7199999999999998,34,43,1
2.7199999999999998,34,44,-1
2.7199999999999998,34,45,-1
2.7199999999999998,34,46,1
2.7199999999999998,34,47,1
2.7199999999999998,34,48,1
2.7199999999999998,34,49,-1
2.7199999999999998,35,0,1
2.7199999999999998,35,1,1
2.7199999999999998,35,2,-1
2.7199999999999998,35,3,1
2.7199999999999998,35,4,1
2.7199999999999998,35,5,1
2.7199999999999998,35,6,-1
2.7199999999999998,35,7,-1
2.7199999999999998,35,8,-1
2.7199999999999998,35,9,1
2.7199999999999998,35,10,1
2.7199999999999998,35,11,1
2.7199999999999998,35,12,1
2.7199999999999998,35,13,-1
2.7199999999999998,35,14,-1
2.7199999999999998,35,15,-1
2.7199999999999998,35,16,-1
2.7199999999999998,35,17,-1
2.7199999999999998,35,18,1
2.7199999999999998,35,19,-1
2.7199999999999998,35,20,-1
2.7199999999999998,35,21,1
2.7199999999999998,35,22,-1
2.7199999999999998,35,23,1
2.7199999999999998,35,24,1
2.7199999999999998,35,25,-1
2.7199999999999998,35,26,-1
2.7199999999999998,35,27,-1
2.7199999999999998,35,28,-1
2.7199999999999998,35,29,1
2.7199999999999998,35,30,1
2.7199999999999998,35,31,1
2.7199999999999998,35,32,-1
2.7199999999999998,35,33,1
2.7199999999999998,35,34,-1
2.7199999999999998,35,35,1
2.7199999999999998,35,36,1
2.7199999999999998,35,37,1
2.7199999999999998,35,38,-1
2.7199999999999998,35,39,1
2.7199999999999998,35,40,1
2.7199999999999998,35,41,1
2.7199999999999998,35,42,-1
2.7199999999999998,35,43,-1
2.7199999999999998,35,44,1
2.7199999999999998,35,45,1
2.7199999999999998,35,46,1
2.7199999999999998,35,47,1
2.7199999999999998,35,48,-1
2.7199999999999998,35,49,-1
2.7199999999999998,36,0,-1
2.7199999999999998,36,1,-1
2.7199999999999998,36,2,-1
2.7199999999999998,36,3,-1
2.7199999999999998,36,4,-1
2.7199999999999998,36,5,-1
2.7199999999999998,36,6,-1
2.7199999999999998,36,7,-1
2.7199999999999998,36,8,-1
2.7199999999999998,36,9,-1
2.7199999999999998,36,10,-1
2.7199999999999998,36,11,-1
2.7199999999999998,36,12,-1
2.7199999999999998,36,13,-1
2.7199999999999998,36,14,-1
2.7199999999999998,36,15,-1
2.7199999999999998,36,16,-1
2.7199999999999998,36,17,1
2.7199999999999998,36,18,1
2.7199999999999998,36,19,-1
2.7199999999999998,36,20,1
2.7199999999999998,36,21,1
2.7199999999999998,36,22,1
2.7199999999999998,36,23,1
2.7199999999999998,36,24,1
2.7199999999999998,36,25,-1
2.7199999999999998,36,26,1
2.7199999999999998,36,27,-1
2.7199999999999998,36,28,-1
2.7199999999999998,36,29,-1
2.7199999999999998,36,30,1
2.7199999999999998,36,31,1
2.7199999999999998,36,32,-1
2.7199999999999998,36,33,1
2.7199999999999998,36,34,1
2.7199999999999998,36,35,-1
2.7199999999999998,36,36,1
2.7199999999999998,36,37,-1
2.7199999999999998,36,38,1
2.7199999999999998,36,39,1
2.7199999999999998,36,40,1
2.7199999999999998,36,41,1
2.7199999999999998,36,42,1
2.7199999999999998,36,43,1
2.7199999999999998,36,44,1
2.7199999999999998,36,45,1
2.7199999999999998,36,46,1
2.7199999999999998,36,47,1
2.7199999999999998,36,48,-1
2.7199999999999998,36,49,-1
2.7199999999999998,37,0,-1
2.7199999999999998,37,1,-1
2.7199999999999998,37,2,-1
2.7199999999999998,37,3,1
2.7199999999999998,37,4,-1
2.7199999999999998,37,5,-1
2.7199999999999998,37,6,-1
2.7199999999999998,37,7,-1
2.7199999999999998,37,8,-1
2.7199999999999998,37,9,-1
2.7199999999999998,37,10,1
2.7199999999999998,37,11,1
2.7199999999999998,37,12,-1
2.7199999999999998,37,13,-1
2.7199999999999998,37,14,-1
2.7199999999999998,37,15,1
2.7199999999999998,37,16,-1
2.7199999999999998,37,17,-1
2.7199999999999998,37,18,-1
2.7199999999999998,37,19,1
2.7199999999999998,37,20,1
2.7199999999999998,37,21,1
2.7199999999999998,37,22,-1
2.7199999999999998,37,23,1
2.7199999999999998,37,24,1
2.7199999999999998,37,25,1
2.7199999999999998,37,26,-1
2.7199999999999998,37,27,1
2.7199999999999998,37,28,1
2.7199999999999998,37,29,-1
2.7199999999999998,37,30,-1
2.7199999999999998,37,31,1
2.7199999999999998,37,32,1
2.7199999999999998,37,33,1
2.7199999999999998,37,34,-1
2.7199999999999998,37,35,-1
2.7199999999999998,37,36,-1
2.7199999999999998,37,37,1
2.7199999999999998,37,38,1
2.7199999999999998,37,39,1
2.7199999999999998,37,40,1
2.7199999999999998,37,41,1
2.7199999999999998,37,42,1
2.7199999999999998,37,43,1
2.7199999999999998,37,44,-1
2.7199999999999998,37,45,-1
2.7199999999999998,37,46,1
2.7199999999999998,37,47,-1
2.7199999999999998,37,48,-1
2.7199999999999998,37,49,1
2.7199999999999998,38,0,-1
2.7199999999999998,38,1,-1
2.7199999999999998,38,2,-1
2.7199999999999998,38,3,-1
2.7199999999999998,38,4,-1
2.7199999999999998,38,5,-1
2.7199999999999998,38,6,-1
2.7199999999999998,38,7,1
2.7199999999999998,38,8,-1
2.7199999999999998,38,9,-1
2.7199999999999998,38,10,-1
2.7199999999999998,38,11,-1
2.7199999999999998,38,12,1
2.7199999999999998,38,13,1
2.7199999999999998,38,14,-1
2.7199999999999998,38,15,-1
2.7199999999999998,38,16,1
2.7199999999999998,38,17,-1
2.7199999999999998,38,18,1
2.7199999999999998,38,19,1
2.7199999999999998,38,20,1
2.7199999999999998,38,21,-1
2.7199999999999998,38,22,-1
2.7199999999999998,38,23,-1
2.7199999999999998,38,24,1
2.7199999999999998,38,25,1
2.7199999999999998,38,26,-1
2.7199999999999998,38,27,-1
2.7199999999999998,38,28,1
2.7199999999999998,38,29,-1
2.7199999999999998,38,30,1
2.7199999999999998,38,31,1
2.7199999999999998,38,32,1
2.7199999999999998,38,33,1
2.7199999999999998,38,34,1
2.7199999999999998,38,35,1
2.7199999999999998,38,36,-1
2.7199999999999998,38,37,-1
2.7199999999999998,38,38,-1
2.7199999999999998,38,39,1
2.7199999999999998,38,40,1
2.7199999999999998,38,41,1
2.7199999999999998,38,42,-1
2.7199999999999998,38,43,1
2.7199999999999998,38,44,-1
2.7199999999999998,38,45,1
2.7199999999999998,38,46,1
2.7199999999999998,38,47,1
2.7199999999999998,38,48,-1
2.7199999999999998,38,49,-1
2.7199999999999998,39,0,-1
2.7199999999999998,39,1,-1
2.7199999999999998,39,2,-1
2.7199999999999998,39,3,1
2.7199999999999998,39,4,-1
2.7199999999999998,39,5,-1
2.7199999999999998,39,6,-1
2.7199999999999998,39,7,1
2.7199999999999998,39,8,1
2.7199999999999998,39,9,-1
2.7199999999999998,39,10,1
2.7199999999999998,39,11,-1
2.7199999999999998,39,12,-1
2.7199999999999998,39,13,1
2.7199999999999998,39,14,-1
2.7199999999999998,39,15,-1
2.7199999999999998,39,16,1
2.7199999999999998,39,17,1
2.7199999999999998,39,18,-1
2.7199999999999998,39,19,-1
2.7199999999999998,39,20,-1
2.7199999999999998,39,21,1
2.7199999999999998,39,22,1
2.7199999999999998,39,23,1
2.7199999999999998,39,24,-1
2.7199999999999998,39,25,-1
2.7199999999999998,39,26,1
2.7199999999999998,39,27,1
2.7199999999999998,39,28,1
2.7199999999999998,39,29,-1
2.7199999999999998,39,30,1
2.7199999999999998,39,31,1
2.7199999999999998,39,32,1
2.7199999999999998,39,33,-1
2.7199999999999998,39,34,1
2.7199999999999998,39,35,-1
2.7199999999999998,39,36,-1
2.7199999999999998,39,37,-1
2.7199999999999998,39,38,-1
2.7199999999999998,39,39,1
2.7199999999999998,39,40,1
2.7199999999999998,39,41,1
2.7199999999999998,39,42,-1
2.7199999999999998,39,43,-1
2.7199999999999998,39,44,-1
2.7199999999999998,39,45,1
2.7199999999999998,39,46,1
2.7199999999999998,39,47,1
2.7199999999999998,39,48,-1
2.7199999999999998,39,49,1
2.7199999999999998,40,0,-1
2.7199999999999998,40,1,-1
2.7199999999999998,40,2,-1
2.7199999999999998,40,3,1
2.7199999999999998,40,4,-1
2.7199999999999998,40,5,1
2.7199999999999998,40,6,-1
2.7199999999999998,40,7,1
2.7199999999999998,40,8,1
2.7199999999999998,40,9,-1
2.7199999999999998,40,10,-1
2.7199999999999998,40,11,-1
2.7199999999999998,40,12,1
2.7199999999999998,40,13,1
2.7199999999999998,40,14,-1
2.7199999999999998,40,15,-1
2.7199999999999998,40,16,1
2.7199999999999998,40,17,1
2.7199999999999998,40,18,-1
2.7199999999999998,40,19,-1
2.7199999999999998,40,20,1
2.7199999999999998,40,21,-1
2.7199999999999998,40,22,-1
2.7199999999999998,40,23,-1
2.7199999999999998,40,24,1
2.7199999999999998,40,25,-1
2.7199999999999998,40,26,1
2.7199999999999998,40,27,-1
2.7199999999999998,40,28,-1
2.7199999999999998,40,29,-1
2.7199999999999998,40,30,-1
2.7199999999999998,40,31,1
2.7199999999999998,40,32,-1
2.7199999999999998,40,33,-1
2.7199999999999998,40,34,-1
2.7199999999999998,40,35,-1
2.7199999999999998,40,36,-1
2.7199999999999998,40,37,-1
2.7199999999999998,40,38,1
2.7199999999999998,40,39,1
2.7199999999999998,40,40,-1
2.7199999999999998,40,41,1
2.7199999999999998,40,42,-1
2.7199999999999998,40,43,1
2.7199999999999998,40,44,1
2.7199999999999998,40,45,1
2.7199999999999998,40,46,1
2.7199999999999998,40,47,1
2.7199999999999998,40,48,1
2.7199999999999998,40,49,-1
2.7199999999999998,41,0,-1
2.7199999999999998,41,1,-1
2.7199999999999998,41,2,-1
2.7199999999999998,41,3,-1
2.7199999999999998,41,4,-1
2.7199999999999998,41,5,-1
2.7199999999999998,41,6,-1
2.7199999999999998,41,7,1
2.7199999999999998,41,8,-1
2.7199999999999998,41,9,-1
2.7199999999999998,41,10,-1
2.7199999999999998,41,11,-1
2.7199999999999998,41,12,1
2.7199999999999998,41,13,1
2.7199999999999998,41,14,1
2.7199999999999998,41,15,1
2.7199999999999998,41,16,-1
2.7199999999999998,41,17,-1
2.7199999999999998,41,18,-1
2.7199999999999998,41,19,-1
2.7199999999999998,41,20,1
2.7199999999999998,41,21,-1
2.7199999999999998,41,22,-1
2.7199999999999998,41,23,1
2.7199999999999998,41,24,-1
2.7199999999999998,41,25,1
2.7199999999999998,41,26,-1
2.7199999999999998,41,27,1
2.7199999999999998,41,28,1
